T96060006953
	blast	P30968	3.25151e-42	96	300	False
	blast	P30518	9.6753e-11	99	306	False
	blast	P29371	1.40779e-05	158	218	False
	blast	P35346	1.77497e-05	92	184	False
	blast	P30550	0.000109578	95	193	False
	blast	Q8NFJ6	0.00054796	108	307	False
	blast	P20309	0.00430171	127	221	False
	blast	P14416	0.00622633	89	172	False
	hhblits	P30968	4.9e-24	99	328	False
	hhblits	Q969F8	1.3e-20	96	327	False
	hhblits	P30518	1.4e-20	93	337	False
	hhblits	P29371	2.6e-20	139	366	False
	hhblits	Q8NFJ6	4.7e-20	120	346	False
	hhblits	Q9H244	4.9e-20	88	309	False
	hhblits	P30556	5e-20	82	315	False
	hhblits	F2YGU4	6.3e-20	75	305	False
	hhblits	P43657	6.3e-20	75	305	False
	hhblits	P35346	7.3e-20	93	317	False
T96060006954
	blast	P15586	0.0	18	552	False
	blast	P34059	4.13356e-14	31	372	False
	blast	P51688	2.78089e-09	21	354	False
	blast	P51690	3.94527e-08	37	445	False
	blast	P08842	7.70888e-08	26	438	False
	blast	P15289	6.18655e-07	232	364	False
	blast	P22304	4.11406e-06	38	415	False
	blast	P15848	0.000525985	42	376	False
	hhblits	P15586	2e-106	1	552	False
	hhblits	P08842	6.6e-44	21	447	False
	hhblits	P15848	1.6e-43	40	510	False
	hhblits	P51690	6.8e-43	29	458	False
	hhblits	P22304	7e-42	34	540	False
	hhblits	P15289	2.4e-41	15	375	False
	hhblits	P51688	6.2e-40	20	476	False
	hhblits	P34059	1.7e-39	23	490	False
	hhblits	P22413	6.6e-18	204	631	False
	hhblits	O95427	9.2e-15	229	352	False
T96060006955
	blast	Q8N0V5	0.0	1	402	False
	blast	Q8NFS9	0.0	1	402	False
	blast	Q06430	0.0	8	400	False
	hhblits	Q06430	3e-107	1	400	False
	hhblits	Q8N0V5	5e-107	1	402	False
	hhblits	Q8NFS9	2e-106	1	402	False
	hhblits	Q5HYA8	1.2	783	806	False
	hhblits	Q96PD4	13.0	77	95	False
	hhblits	Q9H165	23.0	153	181	False
	hhblits	Q92979	29.0	76	228	False
	hhblits	Q53H12	41.0	9	46	False
	hhblits	Q96AQ7	64.0	172	204	False
	hhblits	P03951	58.0	59	124	False
T96060006956
	blast	Q06430	0.0	1	400	False
	blast	Q8NFS9	0.0	32	402	False
	blast	Q8N0V5	0.0	34	402	False
	hhblits	Q06430	1e-110	1	400	False
	hhblits	Q8N0V5	2e-110	2	402	False
	hhblits	Q8NFS9	2e-110	1	402	False
	hhblits	O95571	0.6	69	88	False
	hhblits	Q8N490	1.1	162	180	False
	hhblits	Q5HYA8	1.4	783	807	False
	hhblits	Q3T906	4.0	14	38	False
	hhblits	O75489	4.5	50	122	False
	hhblits	Q13496	7.0	440	456	False
	hhblits	Q13614	7.3	481	499	False
T96060006957
	blast	Q8NFS9	0.0	1	402	False
	blast	Q06430	0.0	6	400	False
	blast	Q8N0V5	0.0	2	402	False
	hhblits	Q06430	7e-111	1	400	False
	hhblits	Q8NFS9	2e-110	1	402	False
	hhblits	Q8N0V5	1e-109	2	402	False
	hhblits	Q5HYA8	1.1	783	806	False
	hhblits	P23378	8.5	961	1002	False
	hhblits	Q9H165	14.0	154	197	False
	hhblits	Q96PD4	16.0	77	96	False
	hhblits	P11166	24.0	186	201	False
	hhblits	Q9NRM0	26.0	231	246	False
	hhblits	P36021	30.0	259	272	False
T96060006960
	blast	P07942	0.0204922	1399	1703	False
	blast	P55268	0.0285407	1462	1753	False
	blast	P35749	0.0631854	1071	1302	False
	blast	Q9Y4I1	0.0804859	1024	1281	False
	blast	P13535	0.0964334	1289	1552	False
	hhblits	P35527	3.2e-07	156	185	False
	hhblits	P04259	3.3e-07	299	343	False
	hhblits	P02538	3.8e-07	316	342	False
	hhblits	P35527	2.7e-06	290	304	False
	hhblits	P12035	3.3e-06	358	380	False
	hhblits	P13645	4.9e-06	437	457	False
	hhblits	P35908	5.3e-06	229	236	False
	hhblits	P13645	7.9e-06	147	171	False
	hhblits	P35908	1.1e-05	300	314	False
	hhblits	P12035	1.1e-05	201	223	False
T96060006961
	blast	P07942	0.0196412	1453	1703	False
	blast	P55268	0.032689	1462	1753	False
	blast	Q66GS9	0.0479653	694	941	False
	blast	P11055	0.0519383	1287	1513	False
	blast	Q9Y4I1	0.0839716	1024	1281	False
	blast	P15924	0.0881012	1356	1537	False
	hhblits	P04259	5.8e-07	299	342	False
	hhblits	P35527	6.2e-07	156	168	False
	hhblits	P02538	7.8e-07	316	342	False
	hhblits	P12035	2.3e-06	359	378	False
	hhblits	P13645	2.5e-06	438	457	False
	hhblits	P35908	4.5e-06	229	237	False
	hhblits	P35527	1.3e-05	161	187	False
	hhblits	P13645	1.5e-05	147	171	False
	hhblits	P35908	2.9e-05	301	314	False
	hhblits	P12035	6e-05	201	223	False
T96060006962
	blast	P07942	0.00283855	1453	1703	False
	blast	P15924	0.0151358	1353	1537	False
	blast	Q66GS9	0.0169973	694	941	False
	blast	P55268	0.0188348	1462	1753	False
	blast	P13535	0.035161	1289	1552	False
	blast	P35749	0.0477656	1071	1302	False
	blast	P35579	0.0493943	1023	1203	False
	hhblits	P35527	3.3e-07	156	185	False
	hhblits	P02538	3.7e-07	316	342	False
	hhblits	P04259	4e-07	299	343	False
	hhblits	P12035	7.5e-07	358	380	False
	hhblits	P35527	8.6e-07	437	460	False
	hhblits	P35908	1.4e-06	229	238	False
	hhblits	P13645	1.9e-06	437	457	False
	hhblits	P13645	7.2e-06	147	170	False
	hhblits	P35908	9.8e-06	301	314	False
	hhblits	Q16204	1.1e-05	221	237	False
T96060006963
	blast	P07942	0.00946959	1453	1703	False
	blast	Q66GS9	0.0425823	694	941	False
	blast	P15924	0.0482928	1556	1788	False
	blast	P55268	0.0701291	1462	1753	False
	hhblits	P04259	4e-07	299	343	False
	hhblits	P35527	5.6e-07	290	304	False
	hhblits	P12035	9.8e-07	358	380	False
	hhblits	P02538	1.2e-06	315	342	False
	hhblits	P35908	1.7e-06	229	236	False
	hhblits	P13645	3.6e-06	437	457	False
	hhblits	P35527	5.6e-06	364	391	False
	hhblits	P13645	1.1e-05	147	170	False
	hhblits	Q16204	2.1e-05	221	237	False
	hhblits	P04264	2.2e-05	452	481	False
T96060006964
	hhblits	O95409	0.059	395	403	False
	hhblits	P50219	0.06	5	19	False
	hhblits	O95409	0.06	370	384	False
	hhblits	Q99456	0.075	32	37	False
	hhblits	Q9Y3Q4	0.25	98	104	False
	hhblits	Q9BZE0	0.28	300	313	False
	hhblits	O43516	0.44	33	55	False
	hhblits	Q99967	0.46	178	185	False
	hhblits	P15924	0.42	2799	2805	False
	hhblits	Q13148	0.51	194	213	False
T96060006965
	blast	P13533	0.00129679	950	1189	False
	blast	P12883	0.00544942	948	1187	False
	blast	Q9UKX2	0.0368402	954	1193	False
	blast	Q9BQS8	0.0370339	994	1146	False
	blast	P35579	0.0397904	983	1154	False
	blast	O43790	0.0454111	107	385	False
