T96060014120
	blast	P20936	1.37933e-24	704	996	False
	blast	Q96PV0	7.15151e-24	399	642	False
	blast	P05129	2.92216e-17	156	277	False
	blast	P17252	2.1626e-16	157	277	False
	blast	P21359	4.04072e-12	1198	1451	False
	blast	Q08881	2.16472e-08	11	143	False
	blast	Q9HC10	2.90123e-08	1494	1581	False
	blast	O75923	1.23134e-07	1154	1244	False
	blast	Q86UR5	4.64122e-06	745	909	False
	blast	Q70J99	8.63951e-05	113	265	False
	hhblits	Q96PV0	3.7e-56	197	673	False
	hhblits	P20936	2.4e-54	594	982	False
	hhblits	P21359	2e-28	1202	1484	False
	hhblits	Q8NB59	7.3e-26	273	541	False
	hhblits	Q9HC10	8.5e-23	255	523	False
	hhblits	O75923	1.2e-20	221	488	False
	hhblits	O75923	3.1e-20	2	343	False
	hhblits	Q06187	1.5e-18	2	166	False
	hhblits	Q08881	4.2e-18	5	146	False
	hhblits	Q70J99	7.3e-17	110	287	False
T96060014124
	blast	Q92963	1.05181e-24	22	178	False
	blast	P01112	1.33549e-22	4	159	False
	blast	P01116	9.49611e-22	4	159	False
	blast	P01111	2.27781e-21	4	173	False
	blast	Q96DA2	8.80419e-15	9	167	False
	blast	Q9ULC3	4.08461e-13	1	180	False
	blast	P51149	3.39073e-12	10	185	False
	blast	P51159	4.84405e-12	11	180	False
	blast	Q9H082	7.07952e-10	28	195	False
	blast	Q9NP72	6.23305e-09	10	135	False
	hhblits	P0C0E4	5.5e-26	15	174	False
	hhblits	Q92963	1.1e-24	17	204	False
	hhblits	Q9ULC3	2.9e-24	8	168	False
	hhblits	P01116	3.8e-24	4	162	False
	hhblits	P51157	4.3e-24	9	175	False
	hhblits	P15153	5e-24	3	176	False
	hhblits	P51149	9e-24	6	173	False
	hhblits	P51159	1.7e-23	6	179	False
	hhblits	P01112	2.9e-23	3	163	False
	hhblits	Q9NP72	8.6e-23	7	167	False
T96060014125
	blast	P51159	2.707e-32	11	187	False
	blast	Q96DA2	4.87877e-32	9	171	False
	blast	Q9NP72	2.07151e-30	10	153	False
	blast	Q9H082	4.01056e-29	29	200	False
	blast	P0C0E4	9.71708e-24	6	177	False
	blast	Q9ULC3	1.35825e-23	9	168	False
	blast	P51149	1.22217e-22	10	176	False
	blast	P01111	2.93389e-18	4	165	False
	blast	P01116	5.31915e-18	4	173	False
	blast	P01112	2.30102e-17	4	165	False
	hhblits	P0C0E4	3e-32	11	178	False
	hhblits	Q9ULC3	7.9e-30	6	172	False
	hhblits	P15153	2.2e-29	2	182	False
	hhblits	P51157	2.9e-29	10	179	False
	hhblits	Q92963	8.8e-29	17	187	False
	hhblits	P51149	2e-28	5	180	False
	hhblits	Q9NP72	2e-28	6	199	False
	hhblits	Q96DA2	6.2e-28	6	175	False
	hhblits	P01116	1e-27	3	170	False
	hhblits	P51159	1.5e-27	7	186	False
T96060014126
	blast	P01111	1.52217e-30	19	165	False
	blast	P01116	5.22984e-29	1	180	False
	blast	P01112	1.14714e-28	1	165	False
	blast	Q92963	9.33834e-19	37	200	False
	blast	P15153	9.18191e-08	19	119	False
	blast	Q96DA2	1.85511e-06	33	171	False
	blast	P51149	0.000875965	27	207	False
	blast	Q9NP72	0.00349852	48	169	False
	blast	Q9H082	0.0114182	142	229	False
	blast	P51157	0.0254825	28	133	False
